anchor,positive,negative
RIO GRANDE DO SUL PODER JUDICIARIO - FORO DA COMARCA DE LAGOA VERMELHA,LAGOA BERMEIA FORO,REFEICOES NATURAS LTDA - FILIAL 655
RIO GRANDE DO SUL PODER JUDICIARIO - FORO DA COMARCA DE LAGOA VERMELHA,LAGOA BERMEIA FORO,INSTITUTO NASCE - CASA AMPARO
RIO GRANDE DO SUL PODER JUDICIARIO - FORO DA COMARCA DE LAGOA VERMELHA,LAGOA BERMEIA FORO,REFEICOES NATURAS LTDA - FILIAL 641
ILE PAI OGUM - ILE PAI OGUM,ILE PAI GOM,RESIDENCIAL PHOENIX - PHOENIX
ILE PAI OGUM - ILE PAI OGUM,ILE PAI GOM,CRBS S/A - CDC CACERES
ILE PAI OGUM - ILE PAI OGUM,ILE PAI GOM,TIM CAR LIMITADA - TIM CAR
ASSOCIACAO PRAN PROJETO RESPOSTA AS NACOES - PROJETO PRAN,PRAN RESPOSTA,CRBS S/A - CDC CACERES
ASSOCIACAO PRAN PROJETO RESPOSTA AS NACOES - PROJETO PRAN,PRAN RESPOSTA,MILI S/A - MILI
ASSOCIACAO PRAN PROJETO RESPOSTA AS NACOES - PROJETO PRAN,PRAN RESPOSTA,IB ALIMENTOS LTDA - CPD IMPERADOR
COMERCIO E INDUSTRIA DE SORVETES ESKIMO LTDA - ESKIMO - LOJA DE FABRICA CANOAS/RS III MARECHAL RONDON,SORBETES ESKIMO,KHALED YAZBEK - NHEKHA
COMERCIO E INDUSTRIA DE SORVETES ESKIMO LTDA - ESKIMO - LOJA DE FABRICA CANOAS/RS III MARECHAL RONDON,SORBETES ESKIMO,KORPAY SA - KORPAY
COMERCIO E INDUSTRIA DE SORVETES ESKIMO LTDA - ESKIMO - LOJA DE FABRICA CANOAS/RS III MARECHAL RONDON,SORBETES ESKIMO,LOJAS CEM SA - LOJAS CEM
UNIMED AMPARO COOPERATIVA DE TRABALHO MEDICO - POSTO DE COLETA LABORATORIO UNIMED,UNIMED,INSTITUTO NASCE - CASA AMPARO
UNIMED AMPARO COOPERATIVA DE TRABALHO MEDICO - POSTO DE COLETA LABORATORIO UNIMED,UNIMED,RESIDENCIAL PHOENIX - PHOENIX
UNIMED AMPARO COOPERATIVA DE TRABALHO MEDICO - POSTO DE COLETA LABORATORIO UNIMED,UNIMED,ANAS US INC - ANAS US
DIOCESE DE JABOTICABAL - PAROQUIA DO SENHOR BOM JESUS,PAROKIA BOM JESUS,MITRA DIOCESANA DE SANTOS - PAROQUIA DO SENHOR BOM JESUS
DIOCESE DE JABOTICABAL - PAROQUIA DO SENHOR BOM JESUS,PAROKIA BOM JESUS,BISPADO DE RIO PRETO - IGREJA JESUS BOM PASTOR E SAO SEBASTIAO
DIOCESE DE JABOTICABAL - PAROQUIA DO SENHOR BOM JESUS,PAROKIA BOM JESUS,ACAO SOCIAL PAROQUIAL - ASPA SUPERENSE
DIOCESE DE SAO JOAO DA BOA VISTA - SEMINARIO SAO JOAO MARIA VIANNEY,JOAO MARIA BIANNEY,FELICIANO TEIXEIRA DE SOUZA - MINI MERCADO KALEX
DIOCESE DE SAO JOAO DA BOA VISTA - SEMINARIO SAO JOAO MARIA VIANNEY,JOAO MARIA BIANNEY,R SARMENTO SILVA ALBUQUERQUE - LOJAS PAVONE
DIOCESE DE SAO JOAO DA BOA VISTA - SEMINARIO SAO JOAO MARIA VIANNEY,JOAO MARIA BIANNEY,DEBORA CRISTINA DE OLIVEIRA FERNANDES - SEJA SUA LUZ
DIOCESE DE SAO JOAO DA BOA VISTA - PAROQUIA SANTA EDWIGES,SANTA EDWIGES DIOCESE,CONGREGACAO DE SANTA CRUZ - COMUNIDADE DOM AMANDO
DIOCESE DE SAO JOAO DA BOA VISTA - PAROQUIA SANTA EDWIGES,SANTA EDWIGES DIOCESE,CONGREGACAO CRISTA NO BRASIL - CASA DE ORACAO PARQUE SANTA EDWIGES
DIOCESE DE SAO JOAO DA BOA VISTA - PAROQUIA SANTA EDWIGES,SANTA EDWIGES DIOCESE,DIOCESE DE FRANCA - PAROQUIA SANTA CRUZ
BANCO SANTANDER (BRASIL) S.A. - PORTAL DO MORUMBI-SP-SP,BANCO MORUMBI,BANCO SANTANDER (BRASIL) S.A. - CARAPICUIBA I
BANCO SANTANDER (BRASIL) S.A. - PORTAL DO MORUMBI-SP-SP,BANCO MORUMBI,BANCO SANTANDER (BRASIL) S.A. - MALCANDRON
BANCO SANTANDER (BRASIL) S.A. - PORTAL DO MORUMBI-SP-SP,BANCO MORUMBI,BANCO SANTANDER (BRASIL) S.A. - GUANAMBI-BA
A YOSHII ENGENHARIA E CONSTRUCOES LTDA - ENDEAVOUR PRIME OFFICES,ENDEABOUR,TIM CAR LIMITADA - TIM CAR
A YOSHII ENGENHARIA E CONSTRUCOES LTDA - ENDEAVOUR PRIME OFFICES,ENDEABOUR,EOL - EOL
A YOSHII ENGENHARIA E CONSTRUCOES LTDA - ENDEAVOUR PRIME OFFICES,ENDEABOUR,INSTITUTO NASCE - CASA AMPARO
CENTRO INF DE INVEST HEMAT DR DOMINGOS A BOLDRINI - CENTRO INFANTIL BOLDRINI,INFANTIL BOLDRINI,TIM CAR LIMITADA - TIM CAR
CENTRO INF DE INVEST HEMAT DR DOMINGOS A BOLDRINI - CENTRO INFANTIL BOLDRINI,INFANTIL BOLDRINI,BESIX - BESIX
CENTRO INF DE INVEST HEMAT DR DOMINGOS A BOLDRINI - CENTRO INFANTIL BOLDRINI,INFANTIL BOLDRINI,IB ALIMENTOS LTDA - CPD IMPERADOR
E. DE S. GENUARIO & R. DE S. MARCUZZO LTDA - AGRO MIX MS,AGRO MS,IB ALIMENTOS LTDA - CPD IMPERADOR
E. DE S. GENUARIO & R. DE S. MARCUZZO LTDA - AGRO MIX MS,AGRO MS,INSTITUTO NASCE - CASA AMPARO
E. DE S. GENUARIO & R. DE S. MARCUZZO LTDA - AGRO MIX MS,AGRO MS,ANAS US INC - ANAS US
SDB PARTICIPACOES LTDA - S&P ADMINISTRACAO DE BENS LTDA,S&P ADMINISTRADORA,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA - EY
SDB PARTICIPACOES LTDA - S&P ADMINISTRACAO DE BENS LTDA,S&P ADMINISTRADORA,J A LIMA & CIA LTDA - POSTO SANTO ANTONIO
SDB PARTICIPACOES LTDA - S&P ADMINISTRACAO DE BENS LTDA,S&P ADMINISTRADORA,L O DOS SANTOS LTDA - COMERCIAL L & D
MITRA DIOCESANA DE CAXIAS DO SUL - PAROQUIA SANTO EXPEDITO,PAROKIA CAXIAS,BISPADO DE RIO PRETO - PAROQUIA SANTA EDWIGES
MITRA DIOCESANA DE CAXIAS DO SUL - PAROQUIA SANTO EXPEDITO,PAROKIA CAXIAS,MITRA DIOCESANA DE JUNDIAI - PAROQUIA SANTA ANA
MITRA DIOCESANA DE CAXIAS DO SUL - PAROQUIA SANTO EXPEDITO,PAROKIA CAXIAS,MITRA DIOCESANA DE CAXIAS DO SUL - PAROQUIA SAO PIO X
RR BEACHWEAR MODA PRAIA LTDA - LILO BEACHWEAR,RR BEAX,GRAZZIOTIN S A - POR MENOS
RR BEACHWEAR MODA PRAIA LTDA - LILO BEACHWEAR,RR BEAX,INSTITUTO NASCE - CASA AMPARO
RR BEACHWEAR MODA PRAIA LTDA - LILO BEACHWEAR,RR BEAX,RESIDENCIAL PHOENIX - PHOENIX
ASSOCIACAO BRASILEIRA D'A IGREJA DE JESUS CRISTO DOS SANTOS DOS ULTIMOS DIAS - LAGOA REDONDA-5004588,IGREJA SANTOS DOS ULTIMOS DIAS,ASSOCIACAO BRASILEIRA D'A IGREJA DE JESUS CRISTO DOS SANTOS DOS ULTIMOS DIAS - BUZIOS
ASSOCIACAO BRASILEIRA D'A IGREJA DE JESUS CRISTO DOS SANTOS DOS ULTIMOS DIAS - LAGOA REDONDA-5004588,IGREJA SANTOS DOS ULTIMOS DIAS,ASSOCIACAO BRASILEIRA D'A IGREJA DE JESUS CRISTO DOS SANTOS DOS ULTIMOS DIAS - SAO MIGUEL
ASSOCIACAO BRASILEIRA D'A IGREJA DE JESUS CRISTO DOS SANTOS DOS ULTIMOS DIAS - LAGOA REDONDA-5004588,IGREJA SANTOS DOS ULTIMOS DIAS,ASSOCIACAO BRASILEIRA D'A IGREJA DE JESUS CRISTO DOS SANTOS DOS ULTIMOS DIAS - TRINDADE
BOLOGNESI EMPREENDIMENTOS LTDA - CHACARA DAS ROSAS II CCR 2089 - LOTE 02 QUADRA C-1,CHACARA DAS ROSAS,DAVI E DE SOUZA LANCHONETE - REI BURGUER
BOLOGNESI EMPREENDIMENTOS LTDA - CHACARA DAS ROSAS II CCR 2089 - LOTE 02 QUADRA C-1,CHACARA DAS ROSAS,R SARMENTO SILVA ALBUQUERQUE - LOJAS PAVONE
BOLOGNESI EMPREENDIMENTOS LTDA - CHACARA DAS ROSAS II CCR 2089 - LOTE 02 QUADRA C-1,CHACARA DAS ROSAS,FLORESTECA S/A - FAZENDA PARAISO
BANCO SANTANDER (BRASIL) S.A. - VIEIRA MORAIS-SP-SP,SANTANDER BRASIL,BESIX - BESIX
BANCO SANTANDER (BRASIL) S.A. - VIEIRA MORAIS-SP-SP,SANTANDER BRASIL,INSTITUTO NASCE - CASA AMPARO
BANCO SANTANDER (BRASIL) S.A. - VIEIRA MORAIS-SP-SP,SANTANDER BRASIL,IB ALIMENTOS LTDA - CPD IMPERADOR
LORENNA MORENA TRANSPORTE LTDA - LORENNA MORENA TRANSPORTE,LORENNA MORENA,G. J. LAZAROTO - AGRICOLA LAZAROTTO
LORENNA MORENA TRANSPORTE LTDA - LORENNA MORENA TRANSPORTE,LORENNA MORENA,CRBS S/A - CDC CACERES
LORENNA MORENA TRANSPORTE LTDA - LORENNA MORENA TRANSPORTE,LORENNA MORENA,RESIDENCIAL PHOENIX - PHOENIX
EDIFICIO PRIVILEGE RESIDENCE - EDIFICIO PRIVILEGE RESIDENCE,EDIFICIO PRIVILEGE RES,RESIDENCIAL PHOENIX - PHOENIX
EDIFICIO PRIVILEGE RESIDENCE - EDIFICIO PRIVILEGE RESIDENCE,EDIFICIO PRIVILEGE RES,CONDOMINIO EDIFICIO SANTA RITA - EDIFICIO SANTA RITA
EDIFICIO PRIVILEGE RESIDENCE - EDIFICIO PRIVILEGE RESIDENCE,EDIFICIO PRIVILEGE RES,INSTITUTO NASCE - CASA AMPARO
PITSTOP MERCADORIAS EXPRESS LTDA - PITSTOP EXPRESS,PITSTOPE,LUXURY DRIVE LTDA - LUXURY DRIVE
PITSTOP MERCADORIAS EXPRESS LTDA - PITSTOP EXPRESS,PITSTOPE,TIM CAR LIMITADA - TIM CAR
PITSTOP MERCADORIAS EXPRESS LTDA - PITSTOP EXPRESS,PITSTOPE,CRBS S/A - CDC CACERES
CONGREGACAO CRISTA NO BRASIL - RELATORIO 14-0542 MARAVILHA,RELATORIO MARAVILHA 14,DAVI E DE SOUZA LANCHONETE - REI BURGUER
CONGREGACAO CRISTA NO BRASIL - RELATORIO 14-0542 MARAVILHA,RELATORIO MARAVILHA 14,MALLET ESCRIVAO DE PAZ - CARTORIO PAULO R TYSKI
CONGREGACAO CRISTA NO BRASIL - RELATORIO 14-0542 MARAVILHA,RELATORIO MARAVILHA 14,F H DE LIMA - SOPARIA PONTO DE ESQUINA
PB ADMINISTRADORA DE ESTACIONAMENTOS LTDA - ESTACIONAMENTO SHOPPING VENNCIO,ESTACIONAMENTO VENNCIO,GRAZZIOTIN S A - POR MENOS
PB ADMINISTRADORA DE ESTACIONAMENTOS LTDA - ESTACIONAMENTO SHOPPING VENNCIO,ESTACIONAMENTO VENNCIO,UNETRAL SA - POSTO UNIAO
PB ADMINISTRADORA DE ESTACIONAMENTOS LTDA - ESTACIONAMENTO SHOPPING VENNCIO,ESTACIONAMENTO VENNCIO,G. J. LAZAROTO - AGRICOLA LAZAROTTO
MENOS E MAIS CONSTRUCOES E SERVICOS DE OBRAS DE ALVENARIA LTDA - MENOS E MAIS CONSTRUCOES E SERVICOS,MENOS E MAIS SERVIÇO,UNETRAL SA - POSTO UNIAO
MENOS E MAIS CONSTRUCOES E SERVICOS DE OBRAS DE ALVENARIA LTDA - MENOS E MAIS CONSTRUCOES E SERVICOS,MENOS E MAIS SERVIÇO,GRAZZIOTIN S A - POR MENOS
MENOS E MAIS CONSTRUCOES E SERVICOS DE OBRAS DE ALVENARIA LTDA - MENOS E MAIS CONSTRUCOES E SERVICOS,MENOS E MAIS SERVIÇO,SEMEANDO SAUDE MENTAL - MENTE E EQUILIBRIO
MITRA DIOCESANA DE OSASCO - PAROQUIA SAO JOSE DE ANCHIETA,MITRA DIOSESANA,BESIX - BESIX
MITRA DIOCESANA DE OSASCO - PAROQUIA SAO JOSE DE ANCHIETA,MITRA DIOSESANA,INSTITUTO NASCE - CASA AMPARO
MITRA DIOCESANA DE OSASCO - PAROQUIA SAO JOSE DE ANCHIETA,MITRA DIOSESANA,IMPERIO CORPORATION LTDA - IMPERIO CORPORATION
MITRA DIOCESANA DE SANTO ANDRE - PAROQUIA DE SANTO ANTONIO,PAROQUIA DE SANTO ANTONIO,MITRA DIOCESANA DE CAMPO MOURAO - PAROQUIA SANTO ANTONIO
MITRA DIOCESANA DE SANTO ANDRE - PAROQUIA DE SANTO ANTONIO,PAROQUIA DE SANTO ANTONIO,DIOCESE DE FRANCA - PAROQUIA SAO SEBASTIAO
MITRA DIOCESANA DE SANTO ANDRE - PAROQUIA DE SANTO ANTONIO,PAROQUIA DE SANTO ANTONIO,DIOCESE DE FRANCA - PAROQUIA SANTA CRUZ
SAPORE S.A. - CR 509,CR SINCO ZERO NOBE,INSTITUTO NASCE - CASA AMPARO
SAPORE S.A. - CR 509,CR SINCO ZERO NOBE,CRBS S/A - CDR FULLFILMENT RJ
SAPORE S.A. - CR 509,CR SINCO ZERO NOBE,UNETRAL SA - POSTO UNIAO
MITRA DA ARQUIDIOCESE DE PORTO ALEGRE - DIACONIA NOSSA SENHORA DO ROSARIO,DIACONIA NOSA SENHORA,MITRA DIOCESANA DE SANTOS - PAROQUIA DE NOSSA SENHORA DA ASSUNCAO
MITRA DA ARQUIDIOCESE DE PORTO ALEGRE - DIACONIA NOSSA SENHORA DO ROSARIO,DIACONIA NOSA SENHORA,MITRA DIOCESANA DE LORENA - PAROQUIA NOSSA SENHORA DA CONCEICAO
MITRA DA ARQUIDIOCESE DE PORTO ALEGRE - DIACONIA NOSSA SENHORA DO ROSARIO,DIACONIA NOSA SENHORA,BISPADO DE RIO PRETO - REITORIA SAO JOAO APOSTOLO E NOSSA SENHORA DAS DORES
BANCO SANTANDER (BRASIL) S.A. - PA GOIANESIA-GO,SANTANDER BRASIL,BESIX - BESIX
BANCO SANTANDER (BRASIL) S.A. - PA GOIANESIA-GO,SANTANDER BRASIL,INSTITUTO NASCE - CASA AMPARO
BANCO SANTANDER (BRASIL) S.A. - PA GOIANESIA-GO,SANTANDER BRASIL,IB ALIMENTOS LTDA - CPD IMPERADOR
MSS DESENVOLVIMENTO PROFISSIONAL LTDA - MSS OFICINA,OFISINA MES,FLEXFURY LTDA - BLACK NAJA
MSS DESENVOLVIMENTO PROFISSIONAL LTDA - MSS OFICINA,OFISINA MES,PARK MAIS ESTACIONAMENTOS LTDA - PARK MAIS
MSS DESENVOLVIMENTO PROFISSIONAL LTDA - MSS OFICINA,OFISINA MES,BESIX - BESIX
COMERCIO E INDUSTRIA DE SORVETES ESKIMO LTDA - ESKIMO -LOJA DE FABRICA PORTO ALEGRE/RS IV ASSIS BRASIL,ESKIMO ASIS,KORPAY SA - KORPAY
COMERCIO E INDUSTRIA DE SORVETES ESKIMO LTDA - ESKIMO -LOJA DE FABRICA PORTO ALEGRE/RS IV ASSIS BRASIL,ESKIMO ASIS,EOL - EOL
COMERCIO E INDUSTRIA DE SORVETES ESKIMO LTDA - ESKIMO -LOJA DE FABRICA PORTO ALEGRE/RS IV ASSIS BRASIL,ESKIMO ASIS,INSTITUTO NASCE - CASA AMPARO
UNIAO SUL BRASILEIRA DA IGREJA ADVENTISTA DO SETIMO DIA - IASD JARDIM MONTE BELO,IASD SUL,INSTITUTO NASCE - CASA AMPARO
UNIAO SUL BRASILEIRA DA IGREJA ADVENTISTA DO SETIMO DIA - IASD JARDIM MONTE BELO,IASD SUL,RESIDENCIAL PHOENIX - PHOENIX
UNIAO SUL BRASILEIRA DA IGREJA ADVENTISTA DO SETIMO DIA - IASD JARDIM MONTE BELO,IASD SUL,MILI S/A - MILI
FREIS SERVICOS LTDA - FREIS SERVICOS,FREIS SERBICO,M J RAMOS BEZERRA LINS - NUTRISERVICE
FREIS SERVICOS LTDA - FREIS SERVICOS,FREIS SERBICO,GRAZZIOTIN S A - POR MENOS
FREIS SERVICOS LTDA - FREIS SERVICOS,FREIS SERBICO,GRAZZIOTIN S A - PORMENOS
UNIAO CENTRAL BRASILEIRA DA IGREJA ADVENTISTA DO SETIMO DIA - IASD SAO JOSE DOS CAMPOS - PQ. INTERLAGOS,SAO JOSE DOS CANPOS,SAPORE S.A. - SAO MARTINHO
UNIAO CENTRAL BRASILEIRA DA IGREJA ADVENTISTA DO SETIMO DIA - IASD SAO JOSE DOS CAMPOS - PQ. INTERLAGOS,SAO JOSE DOS CANPOS,BISPADO DE RIO PRETO - IGREJA JESUS BOM PASTOR E SAO SEBASTIAO
UNIAO CENTRAL BRASILEIRA DA IGREJA ADVENTISTA DO SETIMO DIA - IASD SAO JOSE DOS CAMPOS - PQ. INTERLAGOS,SAO JOSE DOS CANPOS,DAVI E DE SOUZA LANCHONETE - REI BURGUER
SAPORE DI BENTO REFEICOES COLETIVAS LTDA - SAPORE DI BENTO,SAPIRO BENTO,RESIDENCIAL PHOENIX - PHOENIX
SAPORE DI BENTO REFEICOES COLETIVAS LTDA - SAPORE DI BENTO,SAPIRO BENTO,MILI S/A - MILI
SAPORE DI BENTO REFEICOES COLETIVAS LTDA - SAPORE DI BENTO,SAPIRO BENTO,TIM CAR LIMITADA - TIM CAR
ASSOCIACAO BRASILEIRA D'A IGREJA DE JESUS CRISTO DOS SANTOS DOS ULTIMOS DIAS - BRASILIA BRAZIL CES INSTITUTE,BRASILIA SES INSTITUTO,INSTITUTO ACAO SOCIAL - IAS
ASSOCIACAO BRASILEIRA D'A IGREJA DE JESUS CRISTO DOS SANTOS DOS ULTIMOS DIAS - BRASILIA BRAZIL CES INSTITUTE,BRASILIA SES INSTITUTO,UNETRAL SA - POSTO UNIAO
ASSOCIACAO BRASILEIRA D'A IGREJA DE JESUS CRISTO DOS SANTOS DOS ULTIMOS DIAS - BRASILIA BRAZIL CES INSTITUTE,BRASILIA SES INSTITUTO,RESIDENCIAL PHOENIX - PHOENIX
BANCO SANTANDER (BRASIL) S.A. - CACOAL-RO,CACOAL BRASIL S.A.,DIAGNOSTICOS DA AMERICA S.A . - UNIDADE COTEFIL
BANCO SANTANDER (BRASIL) S.A. - CACOAL-RO,CACOAL BRASIL S.A.,DIAGNOSTICOS DA AMERICA S.A . - LABORATORIO GASPAR
BANCO SANTANDER (BRASIL) S.A. - CACOAL-RO,CACOAL BRASIL S.A.,DIAGNOSTICOS DA AMERICA S.A . - CDD
MITRA ARQUIDIOCESANA DE LONDRINA - PAROQUIA MAE DA DIVINA PROVIDENCIA,DIVINA PROVIDENCIA,RESIDENCIAL PHOENIX - PHOENIX
MITRA ARQUIDIOCESANA DE LONDRINA - PAROQUIA MAE DA DIVINA PROVIDENCIA,DIVINA PROVIDENCIA,SANDRA R.RAMOS - JOIE DU VIVRE
MITRA ARQUIDIOCESANA DE LONDRINA - PAROQUIA MAE DA DIVINA PROVIDENCIA,DIVINA PROVIDENCIA,CONGREGACAO CRISTA NO BRASIL - CACHOEIRA
NEXO PRIME HOLDING EMPRESARIAL LTDA - NEXO PRIME,NEXO ENPRESARIAL,INSTITUTO NASCE - CASA AMPARO
NEXO PRIME HOLDING EMPRESARIAL LTDA - NEXO PRIME,NEXO ENPRESARIAL,BESIX - BESIX
NEXO PRIME HOLDING EMPRESARIAL LTDA - NEXO PRIME,NEXO ENPRESARIAL,INSTITUTO CRIANDO ARTE - IAC
IGREJA CALICE DA NOVA E ETERNA ALIANCA  ICNEA - NOVA ALIANCA,NOVA ETERNA ALIANCA,CONGREGACAO CRISTA NO BRASIL - VILA NUNES
IGREJA CALICE DA NOVA E ETERNA ALIANCA  ICNEA - NOVA ALIANCA,NOVA ETERNA ALIANCA,CONGREGACAO CRISTA NO BRASIL - CONTENDA
IGREJA CALICE DA NOVA E ETERNA ALIANCA  ICNEA - NOVA ALIANCA,NOVA ETERNA ALIANCA,UNETRAL SA - POSTO UNIAO
BANCO SANTANDER (BRASIL) S.A. - SANTANA DO IPANEMA-AL,SANTANDER,BESIX - BESIX
BANCO SANTANDER (BRASIL) S.A. - SANTANA DO IPANEMA-AL,SANTANDER,MILI S/A - MILI
BANCO SANTANDER (BRASIL) S.A. - SANTANA DO IPANEMA-AL,SANTANDER,INSTITUTO NASCE - CASA AMPARO
F&F TERAPIAS LTDA - REABILITACAO FONOAUDIOLOGICA,REABI FONO,RESIDENCIAL PHOENIX - PHOENIX
F&F TERAPIAS LTDA - REABILITACAO FONOAUDIOLOGICA,REABI FONO,EOL - EOL
F&F TERAPIAS LTDA - REABILITACAO FONOAUDIOLOGICA,REABI FONO,TIM CAR LIMITADA - TIM CAR
UNIAO CENTRAL BRASILEIRA DA IGREJA ADVENTISTA DO SETIMO DIA - IASD JUNDIAI - PQ. RESID. JUNDIAI,IGREJA JUNDIAI,R RODRIGUES DE ALMEIDA - MERCADINHO LR
UNIAO CENTRAL BRASILEIRA DA IGREJA ADVENTISTA DO SETIMO DIA - IASD JUNDIAI - PQ. RESID. JUNDIAI,IGREJA JUNDIAI,AGRO PECUARIA FURLAN S A - FAZENDA CABREUVA
UNIAO CENTRAL BRASILEIRA DA IGREJA ADVENTISTA DO SETIMO DIA - IASD JUNDIAI - PQ. RESID. JUNDIAI,IGREJA JUNDIAI,ASSOCIACAO ANTONIO E MARCOS CAVANIS - INTERNATO NOSSA SENHORA APARECIDA
ORDEM DOS ADVOGADOS DO BRASIL - SECCAO DE SAO PAULO - SUB SECCAO PIRAJUI,SUB SECAO,BESIX - BESIX
ORDEM DOS ADVOGADOS DO BRASIL - SECCAO DE SAO PAULO - SUB SECCAO PIRAJUI,SUB SECAO,MILI S/A - MILI
ORDEM DOS ADVOGADOS DO BRASIL - SECCAO DE SAO PAULO - SUB SECCAO PIRAJUI,SUB SECAO,IB ALIMENTOS LTDA - CPD IMPERADOR
SECRETARIA DA FAZENDA E PLANEJAMENTO - COORD ADM FINANCEIRA CAF,COORD CAF FINANSEIRA,FRATERNIDADE DE ASSISTENCIA A VIDA - FAV
SECRETARIA DA FAZENDA E PLANEJAMENTO - COORD ADM FINANCEIRA CAF,COORD CAF FINANSEIRA,ASSOCIACAO DOISCORREGUENSE DE EDUCACAO E ASSISTENCIA - ADEA
SECRETARIA DA FAZENDA E PLANEJAMENTO - COORD ADM FINANCEIRA CAF,COORD CAF FINANSEIRA,DROGARIA LIDER DO TAUA LTDA - DROGARIAS OFERTAO
CONSELHO ESCOLAR DA EBM RUI BARBOSA - APP,RUI BARBOSA APP,COOPERATIVA MISTA SAO LUIZ LTDA - COOPERMIL
CONSELHO ESCOLAR DA EBM RUI BARBOSA - APP,RUI BARBOSA APP,BESIX - BESIX
CONSELHO ESCOLAR DA EBM RUI BARBOSA - APP,RUI BARBOSA APP,INSTITUTO AGENTE MUDA - I AM
ASSOCIACAO BRASILEIRA D'A IGREJA DE JESUS CRISTO DOS SANTOS DOS ULTIMOS DIAS - MADUREIRA,ASSOCIAÇÃO MADUREIRA,ASSOCIACAO CAMPINEIRA DE SKATE - ACSKT
ASSOCIACAO BRASILEIRA D'A IGREJA DE JESUS CRISTO DOS SANTOS DOS ULTIMOS DIAS - MADUREIRA,ASSOCIAÇÃO MADUREIRA,MOVIMENTO COMUNITARIO CACHOEIRENSE - MOCOCA
ASSOCIACAO BRASILEIRA D'A IGREJA DE JESUS CRISTO DOS SANTOS DOS ULTIMOS DIAS - MADUREIRA,ASSOCIAÇÃO MADUREIRA,S A MOAGEIRA E AGRICOLA - MOAGEIRA
DDG TERRENOS E EMPREENDIMENTOS IMOBILIARIOS LTDA - DDG TERRENOS E EMPREENDIMENTOS IMOBILIARIOS,DDG ENPREENDIMENTOS,MOVE PROJECT EMPREENDIMENTOS LTDA - MOVE PROJECT EMPREENDIMENTOS
DDG TERRENOS E EMPREENDIMENTOS IMOBILIARIOS LTDA - DDG TERRENOS E EMPREENDIMENTOS IMOBILIARIOS,DDG ENPREENDIMENTOS,JC INCORPORADORA LTDA - CASAGRANDE EMPREENDIMENTOS
DDG TERRENOS E EMPREENDIMENTOS IMOBILIARIOS LTDA - DDG TERRENOS E EMPREENDIMENTOS IMOBILIARIOS,DDG ENPREENDIMENTOS,LYON EMPREENDIMENTOS LTDA - LYON EMPREENDIMENTOS
AGF CONSULTORIA E NEGOCIOS LTDA - AGF CONSULTING,AGF NEGOSIOS LTDA,BABY WORLD LTDA - GARMO
AGF CONSULTORIA E NEGOCIOS LTDA - AGF CONSULTING,AGF NEGOSIOS LTDA,PLENA HOLDING LTDA - PLENA
AGF CONSULTORIA E NEGOCIOS LTDA - AGF CONSULTING,AGF NEGOSIOS LTDA,AGRONEGOCIOS DANTAS LTDA - DANTAS AGRO
SEST SERVICO SOCIAL DO TRANSPORTE - RIO NEGRINHO/SC - DONA FRANCISCA - UNIDADE DN - N 191,DN RIO NEGRINHO,MUNICIPIO DE RIO CRESPO - PREFEITURA MUNICIPAL
SEST SERVICO SOCIAL DO TRANSPORTE - RIO NEGRINHO/SC - DONA FRANCISCA - UNIDADE DN - N 191,DN RIO NEGRINHO,AGRO PECUARIA FURLAN S A - FAZENDA CABREUVA
SEST SERVICO SOCIAL DO TRANSPORTE - RIO NEGRINHO/SC - DONA FRANCISCA - UNIDADE DN - N 191,DN RIO NEGRINHO,CELANO E GAVINHOS EDUCACAO LTDA - POLO LIMAO
COOPERATIVA DE CREDITO DOS PROFISSIONAIS DA AREA DA SAUDE E DE LIVRE ADMISSAO LTDA - UNICRED ALIANCA - PA CACHOEIRO DE ITAPERIMIM,PA CAXOEIRO,DAVI E DE SOUZA LANCHONETE - REI BURGUER
COOPERATIVA DE CREDITO DOS PROFISSIONAIS DA AREA DA SAUDE E DE LIVRE ADMISSAO LTDA - UNICRED ALIANCA - PA CACHOEIRO DE ITAPERIMIM,PA CAXOEIRO,RESIDENCIAL PHOENIX - PHOENIX
COOPERATIVA DE CREDITO DOS PROFISSIONAIS DA AREA DA SAUDE E DE LIVRE ADMISSAO LTDA - UNICRED ALIANCA - PA CACHOEIRO DE ITAPERIMIM,PA CAXOEIRO,GRAZZIOTIN S A - POR MENOS
BOLOGNESI EMPREENDIMENTOS LTDA - CONDOMINIO RESIDENCIAL JARDIM NAPOLI,CONDOMINIO JARDIM,CONDOMINIO RESERVA BONFIM - CONDOMINIO RESERVA BONFIM
BOLOGNESI EMPREENDIMENTOS LTDA - CONDOMINIO RESIDENCIAL JARDIM NAPOLI,CONDOMINIO JARDIM,CONDOMINIO DOM JOAQUIM - CONDOMINIO DOM JOAQUIM
BOLOGNESI EMPREENDIMENTOS LTDA - CONDOMINIO RESIDENCIAL JARDIM NAPOLI,CONDOMINIO JARDIM,CONJUNTO HABITACIONAL SALOME - CONDOMINIO EDIFICIO SELVA DE PEDRA 137
BANCO SANTANDER (BRASIL) S.A. - CENTRO-BRUSQUE-SC I,SENTRO BRUSKE SC I,VIA VENETO ROUPAS LTDA - HARRYS
